length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time
25,0,4,7,16,0,0,3.59326969,0,1,0,27,365
13,0,2,3,9,0,0,3.238901257,0,1,0,0,0
7,0,1,1,5,0,0,2.521640636,0,1,0,0,0
6,0,1,1,4,0,0,2.584962501,0,0,0,0,0
13,0,2,3,8,0,1,3.238901257,0,1,0,0,0
12,0,4,4,6,1,0,3.584962501,0,1,0,0,0
14,0,3,5,8,0,0,3.235926351,0,1,0,0,0
22,2,4,4,16,0,0,3.823067982,1,1,1,40,2557
10,0,2,2,7,0,0,3.121928095,0,1,0,0,0
13,0,4,5,6,0,1,3.546593564,0,1,0,0,0
14,0,4,5,7,0,1,3.664497779,0,1,0,0,0
19,0,4,9,9,0,0,3.576617645,0,1,0,0,0
12,6,2,2,8,0,0,3.084962501,0.952380952,1,2,1304,5479
15,0,2,5,9,0,0,3.139572262,0,1,0,0,0
16,0,4,6,7,1,0,3.625,0,1,0,0,0
7,0,2,2,3,1,0,2.521640636,0,1,0,0,0
14,0,3,6,7,0,0,3.039148672,0,1,0,0,0
19,0,4,7,11,0,0,3.642149882,0,1,0,0,0
19,0,2,4,13,0,1,3.431623566,0,1,0,0,0
16,0,4,5,10,0,0,3.75,0,1,0,0,0
9,2,2,2,5,0,0,2.725480557,1,1,3,11,365
33,0,4,6,15,8,2,4.354852074,0,1,0,0,3652
22,0,4,8,12,0,0,3.55034071,0,1,0,0,0
18,0,4,5,11,0,0,3.725480557,0,1,0,0,0
10,0,1,2,7,0,0,2.721928095,0,1,0,0,0
17,4,3,6,10,0,0,3.219528282,0.9375,1,1,56,4383
16,0,3,6,9,0,0,2.952819531,0,1,0,0,0
23,0,4,7,14,1,0,3.588354347,0,1,0,0,0
19,0,3,6,12,0,0,3.616348566,0,1,0,0,0
14,0,4,6,7,0,0,3.521640636,0,1,0,0,0
10,2,2,4,5,0,0,2.846439345,1,1,5,41,731
14,0,3,5,6,2,0,3.182005815,0,1,0,0,0
20,0,4,7,11,0,1,3.621928095,0,1,0,0,0
13,2,4,5,7,0,0,3.39274741,1,1,0,1652,3287
14,0,4,5,8,0,0,3.664497779,0,1,0,0,0
10,2,2,2,6,0,0,3.121928095,1,1,0,0,12587
13,0,3,4,7,1,0,3.238901257,0,1,0,0,0
12,0,4,4,6,1,0,3.584962501,0,1,0,0,0
13,0,3,3,9,0,0,3.39274741,0,1,0,0,0
10,0,3,3,6,0,0,3.121928095,0,1,0,0,0
19,0,1,5,11,1,0,3.070847094,0,1,0,51,3287
21,2,4,7,11,0,0,3.617809684,1,1,1,35,0
13,2,1,3,9,0,0,3.334679141,1,1,1,3,365
14,2,2,4,9,0,0,3.324862958,1,1,0,3,1096
16,2,3,5,9,0,0,3.452819531,1,1,1,43,5478
18,2,4,7,9,0,1,3.614369446,1,1,1,30,3653
19,0,5,5,13,0,0,4.037401198,0,1,0,0,0
20,0,5,6,13,0,0,4.021928095,0,1,0,0,0
13,2,3,4,8,0,0,3.238901257,1,1,5,13,0
18,0,2,4,13,0,0,3.419381946,0,1,0,0,0
19,2,4,5,12,0,0,3.616348566,1,1,3,0,5479
10,0,3,3,6,0,0,3.121928095,0,1,0,0,0
10,0,2,2,7,0,0,3.321928095,0,1,0,0,0
11,0,3,3,7,0,0,3.459431619,0,1,0,0,0
12,0,4,5,6,0,0,3.251629167,0,1,0,0,0
12,0,5,5,6,0,0,3.418295834,0,1,0,0,0
16,0,5,7,7,0,0,3.625,0,1,0,0,4017
