length,n_ns,n_vowels,n_vowel_chars,n_constant_chars,n_num,n_other_chars,entropy,ns_similarity,n_countries,n_mx,n_labels,life_time,label
14,8,3,4,9,0,0,3.378783493,0.561037687,1,1,1282,9862,0
14,2,4,6,7,0,0,3.4677201,1.0,1,0,202,2192,0
12,2,0,0,5,5,0,3.084962500721156,1.0,1,0,36,8428,1
21,0,4,8,12,0,0,3.653756708,0.0,1,0,0,0,1
14,0,2,4,9,0,0,3.0391486719030705,0.0,0,0,0,0,1
23,2,5,9,12,0,0,3.8279097821439696,1.0,1,1,977,6940,0
16,0,3,6,9,0,0,3.202819531,0.0,1,0,0,0,1
22,2,4,7,13,0,0,3.73215889136457,1.0,1,2,0,4018,0
9,0,2,2,6,0,0,2.94770277922009,0.0,0,0,0,0,1
10,3,2,3,6,0,0,3.1219280948873624,0.9375,1,8,2620,6575,0
17,2,3,5,10,0,1,3.572469458770135,1.0,1,1,0,730,0
18,0,3,6,11,0,0,3.350209029099897,0.0,0,0,0,0,1
15,0,3,6,8,0,0,3.323231428797621,0.0,0,0,0,0,1
21,2,4,8,11,1,0,3.39138647,1.0,1,2,0,2557,0
30,0,4,10,17,1,0,3.936243412983061,0.0,1,0,81,5479,1
24,2,4,8,15,0,0,3.772055208874201,1.0,1,3,0,3287,1
13,2,3,5,7,0,0,3.334679141051595,1.0,1,1,1546,0,0
10,6,3,3,6,0,0,2.846439344671015,0.8601612903225805,1,5,1013,10592,0
13,5,3,3,9,0,0,3.238901257,0.668395659,0,0,0,4383,0
15,2,3,5,9,0,0,3.506890595608519,1.0,1,0,588,365,1
9,2,3,4,4,0,0,2.725480556997868,1.0,1,1,11,0,1
13,0,4,5,7,0,0,3.3927474104487847,0.0,0,0,0,0,1
12,0,3,4,6,0,0,2.688721875540867,0.0,0,0,0,0,1
16,0,2,3,8,3,0,3.5,0.0,1,0,0,0,1
28,2,5,9,18,0,0,3.9677201004744993,1.0,1,3,180,1096,0
13,4,3,5,7,0,0,3.334679141,0.666835187,1,0,482,0,0
16,0,2,3,8,3,0,3.327819531,0.0,1,0,0,0,1
25,3,4,8,15,0,1,3.893660689688186,0.9545454545454546,1,3,901,0,1
12,2,4,5,6,0,0,3.4182958340544896,1.0,1,3,705,2192,0
18,4,4,5,12,0,0,3.8365916681089782,0.674148884838421,1,3,0,3287,0
20,2,5,7,12,0,0,3.584183719779189,1.0,1,0,30,365,0
8,2,3,3,4,0,0,3.0,1.0,1,1,394,0,0
9,0,2,4,4,0,0,1.8365916681089791,0.0,0,0,0,0,1
19,0,1,4,12,1,0,3.5110854081804264,0.0,0,0,27,3287,1
15,0,3,5,9,0,0,3.506890595608519,0.0,0,0,0,0,1
13,2,2,4,8,0,0,3.180832987205441,1.0,1,1,0,0,1
16,2,3,6,9,0,0,3.5,1.0,1,0,173,731,0
22,0,3,6,10,4,0,3.8796640049025934,0.0,0,0,0,7670,1
16,2,4,5,10,0,0,3.875,1.0,1,1,0,0,0
25,0,5,8,16,0,0,3.65366069,0.0,1,0,0,0,1
14,2,3,6,7,0,0,3.0391486719030705,1.0,1,0,21,0,0
16,0,2,4,11,0,0,3.5,0.0,0,0,0,0,1
9,3,3,3,5,0,0,3.169925001442312,0.5467342342342342,1,3,0,3286,0
12,4,3,3,8,0,0,3.084962500721156,0.9333333333333336,1,1,834,5479,0
11,0,1,2,8,0,0,2.913977073,0.0,1,0,0,0,1
9,8,2,4,4,0,0,2.641604168,0.818262722,1,1,2167,9430,0
15,2,4,6,8,0,0,3.189898095464287,1.0,1,5,1529,2922,1
12,2,1,3,7,0,1,3.188721875540867,0.0,0,0,0,4383,0
11,3,2,3,7,0,0,3.095795255000934,0.9444444444444444,1,3,171,8036,0
10,8,3,3,6,0,0,2.9219280948873623,0.915589121023904,1,3,0,0,0
11,4,2,2,7,0,0,3.277613436819116,0.9090909090909092,1,1,985,0,0
12,4,3,4,7,0,0,3.251629167,0.944444444,0,1,0,11322,0
12,2,2,4,6,1,0,3.2516291673878226,1.0,1,3,339,365,0
19,2,2,5,13,0,0,3.6818808028034025,1.0,1,3,1357,1096,0
9,0,1,1,6,0,1,2.947702779,0.0,1,0,0,0,1
11,2,3,3,7,0,0,3.095795255000934,1.0,1,1,973,0,0
9,3,2,2,6,0,0,3.169925001,0.9375,1,2,669,10957,0
13,0,4,5,7,0,0,3.39274741,0.0,1,0,0,0,1
12,5,2,3,8,0,0,3.418295834,0.569986373,1,0,0,5113,0
18,8,3,5,12,0,0,3.5724312513221195,0.5323110734589528,1,2,0,10957,0
30,0,5,14,13,0,2,3.615061012,0.0,1,0,0,0,1
23,2,4,7,14,0,0,3.4144413036949723,1.0,1,1,323,4383,0
17,2,3,6,10,0,0,3.572469458770135,1.0,1,1,2305,1461,0
15,2,4,4,8,1,1,3.773557262275186,1.0,1,0,0,365,0
16,2,3,6,7,0,1,3.327819531114783,1.0,1,2,3322,4382,0
17,4,4,7,8,0,1,3.616874606,0.831303064,0,0,0,4018,0
17,0,3,5,10,0,0,3.381580488309164,0.0,0,0,27,0,1
17,0,5,5,11,0,0,3.292770194,0.0,1,0,0,0,1
15,2,4,6,8,0,0,3.456564762130954,1.0,1,2,60,2191,0
10,3,2,3,6,0,0,3.121928095,0.9375,1,7,289,9861,0
15,0,2,5,9,0,0,3.240223928941852,0.0,0,0,0,0,1
14,0,4,5,7,0,0,3.0391486719030705,0.0,0,0,0,0,1
16,0,2,3,10,0,1,3.375,0.0,0,0,0,6209,1
12,6,4,4,7,0,0,3.4182958340544896,0.4818888699376504,1,2,644,14545,0
13,2,4,6,6,0,0,3.238901256602631,1.0,1,0,842,2191,0
21,2,2,4,8,7,1,3.916126946588284,1.0,1,0,0,0,0
31,0,4,5,14,8,2,4.502583407,0.0,1,0,0,3652,1
10,4,2,3,6,0,0,2.9219280948873623,0.6819945324495377,1,1,0,8821,0
6,8,2,2,3,0,0,2.584962500721156,0.8881281761716547,1,0,548,0,0
15,0,3,4,9,0,0,3.323231428797621,0.0,1,1,277,12236,1
8,0,4,4,3,0,0,3.0,0.0,0,0,0,0,1
13,39,3,6,6,0,0,2.931208949,0.760561764,0,3,0,9131,0
9,0,1,1,7,0,0,3.169925001442312,0.0,0,0,27,0,1
10,4,3,3,6,0,0,3.321928094887362,0.9285714285714288,1,1,0,9495,0
27,0,3,6,13,6,0,4.208410187268525,0.0,1,0,10,7304,1
8,2,3,3,4,0,0,2.75,1.0,1,1,2338,5479,0
20,0,4,5,14,0,0,3.784183719779189,0.0,0,0,0,0,1
10,0,3,3,6,0,0,3.321928095,0.0,1,0,0,0,1
7,6,3,3,3,0,0,2.807354922,0.555486756,1,2,1629,9190,0
12,0,3,4,7,0,0,3.022055209,0.0,1,0,0,0,1
15,3,5,6,7,0,0,3.506890595608519,0.9375,1,0,0,0,0
13,4,2,4,7,0,0,3.0269868333592878,0.9333333333333336,1,1,309,8895,0
22,0,4,8,12,0,0,3.788754913993503,0.0,0,0,27,5114,1
12,2,3,4,6,0,1,3.251629167,1.0,1,1,13,6561,1
31,0,5,9,16,4,0,4.066784213473103,0.0,0,0,0,3652,1
10,4,4,5,4,0,0,3.121928095,0.673896994,1,5,387,5844,0
14,2,2,4,8,0,1,3.3248629576173565,1.0,1,0,27,1461,0
15,2,5,5,9,0,0,3.589898095464288,1.0,1,0,0,365,0
16,2,4,5,8,2,0,3.75,1.0,1,2,2155,0,0
20,0,4,6,10,2,0,3.7219280948873625,0.0,0,0,0,6574,1
14,0,2,4,5,4,0,3.3248629576173565,0.0,0,0,0,0,1
10,6,3,3,6,0,0,3.321928094887362,0.9263157894736844,1,2,2467,11687,0
16,2,4,5,10,0,0,3.452819531114783,1.0,1,1,199,0,0
15,0,3,4,10,0,0,3.506890596,0.0,1,0,0,0,1
18,0,5,6,11,0,0,3.5724312513221195,0.0,0,0,0,0,1
11,2,2,3,7,0,0,3.277613436819116,1.0,1,2,609,1461,0
11,0,2,2,5,3,0,3.277613436819116,0.0,0,0,0,0,1
24,0,4,9,12,2,0,3.938721875540867,0.0,0,0,0,0,1
12,6,3,4,7,0,0,3.418295834,0.846971326,0,0,0,1826,0
14,0,3,5,8,0,0,3.235926350629033,0.0,0,0,27,0,1
16,0,3,5,9,0,0,3.327819531114783,0.0,0,0,0,0,1
7,4,1,1,5,0,0,2.128085279,0.675116226,1,1,1057,3287,0
8,0,1,1,6,0,0,3.0,0.0,0,0,27,0,1
17,2,2,4,11,0,0,3.499227547132693,1.0,1,0,3,365,1
17,0,2,4,12,0,0,3.4992275471326924,0.0,0,0,0,0,1
10,2,2,4,4,1,0,2.9219280948873623,1.0,1,1,789,8036,1
6,4,1,1,4,0,0,2.584962501,0.909090909,1,1,496,6598,0
19,4,2,4,14,0,0,3.050301855434982,0.8313030638612035,0,0,0,4383,0
10,2,2,4,4,0,0,2.721928094887362,1.0,1,4,0,4383,0
21,3,4,7,12,0,0,3.6537567082870015,0.9444444444444444,1,0,38,730,1
8,4,3,3,4,0,0,2.75,0.8313030638612035,1,1,996,9862,0
10,2,3,3,6,0,0,3.321928094887362,1.0,1,1,0,12783,0
13,0,3,6,6,0,0,3.180832987205441,0.0,0,0,0,0,1
31,0,5,9,17,3,0,3.921938245870746,0.0,0,0,0,3652,1
13,2,2,5,7,0,0,2.931208948910323,1.0,1,2,23,0,0
14,0,4,5,6,1,0,3.378783493486176,0.0,0,0,142,365,1
12,5,3,5,6,0,0,3.022055209,0.694519717,1,2,3914,4748,0
14,4,4,5,8,0,0,3.521640636343319,0.6738969939172165,1,5,2629,11792,0
15,0,3,6,8,0,0,3.323231428797621,0.0,0,0,0,4017,1
17,0,3,5,11,0,0,3.4548223999466057,0.0,0,0,0,0,1
21,0,4,8,11,0,0,3.6897037321995474,0.0,0,0,170,7305,1
20,0,3,5,14,0,0,3.821928094887362,0.0,0,0,0,0,1
14,0,4,4,7,0,1,3.521640636343318,0.0,0,0,0,0,1
19,0,4,8,8,0,1,3.5110854081804272,0.0,0,0,0,0,1
9,2,3,4,4,0,0,2.725480557,1.0,1,1,38,0,0
17,2,3,5,10,0,0,3.4548224,1.0,1,1,0,2192,1
19,0,4,7,11,0,0,3.431623565847431,0.0,0,0,0,0,1
19,0,4,6,10,1,0,3.642149882,0.0,1,0,51,3287,1
17,5,3,7,9,0,0,3.4104172527605194,0.9565217391304348,1,5,663,8765,1
16,4,5,8,6,0,1,3.5,0.9642857142857144,1,1,2459,0,0
25,0,5,11,12,0,0,3.5932696895151084,0.0,0,0,0,0,1
16,2,3,4,11,0,0,3.625,1.0,1,5,842,731,0
24,4,4,9,14,0,0,3.5220552088742005,0.6964872860727259,0,1,0,5479,0
15,0,2,3,10,0,1,3.323231428797621,0.0,0,0,0,0,1
18,0,4,6,11,0,0,3.614369445886757,0.0,0,0,0,0,1
17,6,3,5,11,0,0,3.337175341123077,0.8604301075268818,1,5,0,8766,0
9,0,4,4,4,0,0,3.169925001442312,0.0,0,0,0,0,1
12,2,3,4,7,0,0,3.084962500721156,1.0,1,2,709,0,0
12,1,3,4,5,0,1,3.084962500721156,1.0,1,5,701,3653,0
17,3,3,5,11,0,0,3.3371753411230767,0.9583333333333334,1,1,1091,1461,0
20,0,1,1,9,7,0,3.6841837197791887,0.0,1,0,0,0,1
18,0,4,5,11,0,0,3.5724312513221195,0.0,0,0,0,0,1
6,0,2,2,3,0,0,2.584962500721156,0.0,0,0,0,0,1
21,0,5,8,10,0,0,3.52257158913636,0.0,0,0,0,0,1
15,2,3,6,8,0,0,2.923231428797621,1.0,1,0,0,0,0
6,0,1,1,4,0,0,2.584962501,0.0,0,0,0,0,1
11,4,3,3,7,0,0,3.027169118440619,0.9333333333333336,1,0,0,5479,0
15,4,4,6,7,0,0,3.323231429,0.903820817,1,1,1232,8035,0
17,0,4,6,10,0,0,3.381580488309163,0.0,0,0,0,0,1
13,0,3,5,7,0,0,3.39274741,0.0,1,0,0,0,1
17,2,3,5,10,0,0,3.4548223999466057,1.0,1,1,0,2922,0
8,2,2,3,4,0,0,2.75,1.0,1,0,22,1461,0
23,4,5,9,13,0,0,3.882045108136863,0.9230769230769232,1,2,0,365,1
18,2,3,7,10,0,0,3.5724312513221195,1.0,1,0,526,3287,1
16,0,4,5,6,4,0,3.875,0.0,0,0,0,0,1
11,0,1,1,9,0,0,2.913977073,0.0,1,0,0,0,1
12,0,4,5,6,0,0,3.4182958340544896,0.0,0,0,0,0,1
11,2,2,2,5,2,1,3.277613436819116,1.0,1,1,0,7305,0
14,0,3,4,9,0,0,3.039148672,0.0,1,0,0,0,1
13,0,4,5,7,0,0,3.39274741,0.0,1,0,0,0,1
14,0,3,5,8,0,0,3.3248629576173574,0.0,0,0,27,0,1
12,4,3,5,6,0,0,3.251629167387823,0.9444444444444444,0,0,0,10956,0
13,0,2,5,6,1,0,3.180832987205441,0.0,0,0,0,0,1
13,0,3,4,7,0,0,3.0850551027564768,0.0,0,0,584,5113,1
11,2,1,2,4,4,0,2.913977073182752,1.0,1,0,115,731,0
13,0,3,4,6,1,0,3.3927474104487847,0.0,1,0,0,6575,1
12,4,3,3,8,0,0,3.584962500721156,0.6890809486360547,0,0,0,2557,0
16,4,3,6,9,0,0,3.327819531114783,0.6813044013246238,1,0,77,1096,0
22,0,5,10,11,0,0,3.550340709546388,0.0,0,0,0,0,1
28,0,2,4,10,10,0,3.994680368408909,0.0,0,0,27,4018,1
13,2,4,6,6,0,0,3.334679141051595,1.0,1,2,833,6940,0
15,2,4,6,8,0,0,3.373557262,1.0,1,1,4015,10326,0
8,8,2,2,5,0,0,3.0,0.5544136910219801,1,1,222,10959,0
8,2,3,3,4,0,0,3.0,1.0,1,4,33,10958,0
11,4,3,4,6,0,0,3.277613437,0.681327941,1,2,1820,12052,0
12,4,3,4,6,0,0,3.084962501,0.682523633,1,1,396,0,0
21,4,3,8,11,0,0,3.3320953986601696,0.8313030638612035,1,1,448,8766,0
12,4,2,2,8,0,1,3.584962500721156,0.9333333333333332,1,1,862,9573,1
11,2,3,3,7,0,0,3.095795255,1.0,0,0,49,5479,0
14,0,3,3,7,3,0,3.3248629576173565,0.0,0,0,0,365,0
22,0,4,7,14,0,0,3.788754913993503,0.0,0,0,0,0,1
26,0,5,10,15,0,0,3.931208948910323,0.0,0,0,0,0,1
16,3,2,4,10,0,0,3.327819531114783,0.9642857142857144,1,0,54,4518,0
16,2,3,6,9,0,0,3.452819531114783,1.0,1,2,0,2557,0
32,2,3,10,20,0,0,3.6136085007312415,1.0,1,1,10,5479,1
9,4,2,3,5,0,0,2.725480556997868,0.8303369484612532,1,3,616,2922,0
12,2,4,4,7,0,0,3.2516291673878226,1.0,1,0,44,1826,0
13,0,4,4,7,0,0,3.180832987205441,0.0,0,0,0,0,1
18,0,4,4,12,0,0,3.614369445886757,0.0,0,0,0,7670,1
19,0,2,5,11,1,0,3.3660913291191914,0.0,0,0,27,3287,1
15,0,2,4,10,0,0,3.323231429,0.0,1,0,0,0,1
22,0,4,8,12,0,0,3.572623663895164,0.0,0,0,209,1826,1
14,6,4,5,8,0,0,3.039148672,0.86,1,5,0,11322,0
14,2,5,7,6,0,0,3.3248629576173565,1.0,1,5,0,4018,0
14,3,3,6,7,0,0,3.1820058147602133,0.7291315582518818,1,0,139,1461,0
15,0,3,7,7,0,0,3.106890595608519,0.0,0,0,0,0,1
11,0,4,5,5,0,0,3.0957952550009344,0.0,0,0,27,0,1
12,2,3,5,5,0,1,3.0220552088742005,1.0,1,0,735,365,0
13,0,3,3,9,0,0,3.39274741,0.0,1,0,0,0,1
35,0,2,3,12,19,0,3.6791433740260087,0.0,0,0,27,0,1
5,4,1,1,3,0,0,2.321928095,0.674478266,0,0,0,5843,0
10,4,3,3,6,0,0,2.8464393446710154,0.9333333333333336,1,1,779,10535,0
14,0,3,4,9,0,0,3.521640636343318,0.0,0,0,0,0,1
11,2,2,4,6,0,0,2.9139770731827523,0.0,0,2,0,5844,0
16,2,3,5,10,0,0,3.452819531114783,1.0,1,1,104,1461,0
17,2,3,6,9,0,1,3.2927701939369904,0.0,0,2,0,6105,0
18,0,4,6,11,0,0,3.4613201402110083,0.0,0,0,0,0,1
13,2,4,4,8,0,0,3.3927474104487847,1.0,1,2,0,10118,0
23,0,5,9,12,0,0,3.534219021,0.0,1,0,0,0,1
12,4,3,4,7,0,0,3.084962500721156,0.9666666666666668,1,2,298,10227,0
17,0,4,5,10,0,1,3.4548223999466066,0.0,0,0,27,0,1
16,0,3,6,9,0,0,3.625,0.0,0,0,27,0,1
11,9,2,2,8,0,0,3.277613436819116,0.9375,1,1,112,5844,0
16,0,3,4,11,0,0,3.327819531114783,0.0,0,0,27,0,1
11,2,1,1,8,1,0,3.027169118440619,0.0,0,0,0,2922,0
21,0,4,8,11,0,0,3.558518613048906,0.0,0,0,0,5844,1
12,0,3,4,4,2,1,3.084962500721156,0.0,0,0,0,0,1
12,3,3,6,5,0,0,2.8553885422075336,0.7578353680302706,1,1,898,0,0
21,0,4,10,10,0,0,3.272804327,0.0,1,0,0,0,1
11,0,2,3,7,0,0,3.095795255000934,0.0,0,0,0,0,1
15,4,3,4,10,0,0,3.240223928941852,0.9666666666666668,1,1,297,1826,0
12,0,4,5,6,0,0,3.2516291673878226,0.0,0,0,0,0,1
27,0,4,8,18,0,0,3.630275354881976,0.0,0,0,0,0,1
18,2,5,6,10,0,1,3.683542362,0.0,0,0,0,1826,0
8,3,3,5,2,0,0,2.4056390622295662,0.923076923076923,1,1,1324,13878,0
11,6,3,4,6,0,0,2.913977073,0.846756272,1,2,1104,15009,0
19,2,4,7,10,0,0,3.721611723969901,1.0,1,0,314,0,1
14,0,2,3,8,1,0,3.235926350629033,0.0,1,0,233,7670,1
11,5,3,3,7,0,0,3.277613437,0.666280514,0,1,0,4748,0
15,6,3,6,8,0,0,3.323231428797621,0.86,1,1,0,10226,0
28,0,4,9,17,0,0,3.824862957617357,0.0,1,1,112,5844,1
6,3,2,2,1,2,0,2.584962500721156,0.8387861545756282,1,2,34,0,1
17,0,3,6,10,0,0,3.572469458770135,0.0,0,0,0,0,1
9,12,4,6,2,0,0,2.725480556997868,0.613208094832136,1,2,168,0,0
12,3,2,4,6,0,1,3.188721875540867,0.9411764705882352,0,0,0,4383,0
13,2,2,4,8,0,0,2.87314068,0.0,0,0,0,2191,0
11,4,2,3,7,0,0,3.277613437,0.966666667,1,5,0,4748,0
7,6,1,1,5,0,0,2.807354922,0.911948718,1,2,0,13513,0
24,0,5,10,12,0,0,3.803508855,0.0,1,0,0,0,1
8,2,2,2,4,1,0,3.0,1.0,1,1,0,0,0
12,4,2,4,7,0,0,3.188721875540867,0.6974366276913813,1,5,2991,9861,0
9,2,3,3,5,0,0,2.94770277922009,1.0,1,0,2606,0,0
15,0,4,5,9,0,0,3.640223929,0.0,1,0,0,0,1
14,2,5,6,7,0,0,3.521640636343318,1.0,1,1,1709,8177,0
10,2,0,0,6,2,1,3.1219280948873624,1.0,1,0,4695,365,0
10,0,2,2,7,0,0,2.8464393446710154,0.0,0,0,0,0,1
12,0,4,4,7,0,0,3.4182958340544896,0.0,0,0,0,0,1
11,2,3,4,6,0,0,3.095795255,0.0,0,0,0,6574,0
21,8,4,7,13,0,0,3.689703732,0.551044418,0,0,0,4383,0
18,0,3,6,11,0,0,3.5724312513221195,0.0,0,0,0,0,1
12,0,3,3,8,0,0,3.418295834,0.0,1,0,0,0,1
15,2,3,5,9,0,0,3.506890595608519,1.0,1,1,5,1461,0
10,0,1,1,7,0,1,3.121928095,0.0,1,0,0,0,1
13,2,3,5,7,0,0,3.334679141051595,1.0,1,1,0,6940,0
17,0,4,8,8,0,0,3.4548223999466066,0.0,0,0,27,0,1
9,2,4,4,4,0,0,3.169925001,1.0,1,0,0,7669,0
10,2,2,3,4,2,0,3.1219280948873624,1.0,1,0,0,0,0
12,2,4,6,5,0,0,3.188721875540867,1.0,1,0,3,365,1
18,0,5,6,11,0,0,3.5724312513221195,0.0,0,0,0,0,1
25,0,4,8,16,0,0,3.5932696895151084,0.0,0,0,0,0,1
19,0,1,4,10,4,0,3.616348566075164,0.0,0,0,0,0,1
14,4,2,3,10,0,0,3.378783493,0.961538462,1,1,723,731,1
15,2,4,4,8,0,0,3.272905595320056,1.0,1,1,305,0,1
11,2,3,4,5,0,1,3.095795255000934,1.0,1,1,298,7670,0
20,0,3,8,10,0,1,3.646439344671016,0.0,0,0,0,0,1
21,4,4,8,12,0,0,3.594465636961452,0.923076923076923,1,2,0,5114,0
17,2,3,5,10,0,0,3.616874605956223,1.0,1,1,14,3287,1
24,0,4,8,10,4,0,3.8868421881310113,0.0,0,0,0,5844,1
10,4,2,3,6,0,0,2.446439344671015,0.6892409092611317,1,5,1480,7831,0
12,3,3,5,6,0,0,2.855388542,0.960190137,1,1,723,0,0
26,0,5,9,16,0,0,3.719294525666979,0.0,0,0,27,0,1
11,2,3,3,7,0,0,2.8453509366224368,1.0,1,5,0,0,1
15,2,3,5,7,2,0,3.373557262275185,1.0,1,0,3,731,0
6,4,1,2,3,0,0,1.9182958340544891,0.9333333333333336,1,0,637,7498,0
7,2,2,3,3,0,0,2.521640636,1.0,1,1,813,14744,0
7,2,0,0,6,0,0,2.521640636343318,1.0,1,2,464,1096,0
14,2,3,4,9,0,0,3.521640636343318,1.0,1,0,341,731,0
15,0,5,7,6,0,0,3.373557262,0.0,1,0,0,0,1
13,0,4,5,7,0,0,3.180832987205441,0.0,0,0,0,0,1
19,5,3,8,10,0,0,3.300559092390954,0.9333333333333332,1,1,65,2922,0
18,6,5,6,11,0,0,3.3921472236645345,0.8478046594982078,1,2,373,7670,0
17,2,5,7,9,0,0,3.4104172527605194,1.0,1,5,0,0,0
16,2,3,7,8,0,0,3.202819531114783,1.0,1,1,235,10592,0
16,2,3,4,11,0,0,3.452819531,1.0,1,2,0,3652,1
12,2,2,4,7,0,0,2.918295834054489,1.0,1,0,101,4018,1
24,0,4,8,14,0,1,3.823934896284056,0.0,0,0,0,0,1
9,4,3,3,5,0,0,3.169925001442312,0.6968328866205509,1,5,0,12419,0
15,2,3,5,9,0,0,3.323231428797621,1.0,1,5,1227,3653,0
31,0,5,7,17,5,0,4.180002761999778,0.0,0,0,0,3652,1
16,3,4,5,9,1,0,3.625,0.9729729729729732,1,0,0,0,1
9,2,2,4,4,0,0,2.4193819456463714,1.0,1,1,0,0,1
10,2,3,3,6,0,0,3.321928094887362,1.0,1,1,502,1096,0
15,2,3,4,8,2,0,3.506890595608519,1.0,1,5,0,731,0
13,4,1,3,8,1,0,3.0269868333592878,0.6818335018537244,1,6,2020,9495,0
12,2,2,4,7,0,0,2.8553885422075336,1.0,1,2,210,3287,0
30,0,5,12,13,3,0,4.081727678869736,0.0,0,0,27,0,1
16,2,3,5,10,0,0,3.327819531114783,1.0,1,1,53,2191,0
7,3,1,1,5,0,0,2.807354922057604,0.8333333333333334,1,4,0,10241,0
24,0,3,9,14,0,0,3.4906015629507223,0.0,0,0,0,0,0
10,2,2,2,6,0,0,2.721928094887362,1.0,1,1,2632,1826,0
12,6,3,4,6,0,1,3.418295834,0.846971326,0,0,0,2191,0
13,4,4,5,7,0,0,3.546593564294939,0.9666666666666668,1,1,1342,0,0
14,0,3,4,9,0,0,3.664497779,0.0,1,0,0,0,1
13,3,2,3,8,0,1,3.0269868333592878,0.9523809523809522,1,0,72,1461,0
10,2,2,3,6,0,0,2.9219280948873623,1.0,1,0,526,2192,1
16,0,5,6,9,0,0,3.5,0.0,0,0,27,0,1
7,4,1,1,5,0,0,2.807354922057604,0.6587387184960493,1,2,0,11687,0
12,4,2,3,8,0,0,3.251629167,0.681327941,1,5,2258,7669,0
9,0,3,4,4,0,0,2.947702779,0.0,1,0,0,0,1
20,4,4,9,9,0,0,3.408694969562842,0.6971774171976396,1,3,2992,0,0
8,4,2,2,5,0,0,3.0,0.6814889712766355,1,2,1241,11322,0
20,4,3,8,11,0,0,3.246439345,0.933333333,1,0,0,5114,0
13,0,4,5,7,0,0,3.546593564,0.0,1,0,0,0,1
19,0,5,9,9,0,0,3.5110854081804272,0.0,0,0,0,0,1
8,0,1,1,6,0,0,3.0,0.0,1,1,9,0,1
12,0,4,4,7,0,0,3.188721875540867,0.0,0,0,0,0,1
27,2,5,10,15,0,0,3.736006946447656,1.0,1,1,205,4383,0
18,0,5,6,11,0,0,3.4613201402110083,0.0,0,0,0,0,1
19,0,3,7,11,0,0,3.5110854081804272,0.0,0,0,0,0,1
15,2,4,6,8,0,0,3.640223928941852,1.0,1,1,1166,1096,0
18,0,2,4,10,2,0,3.4613201402110083,0.0,0,0,0,6574,1
13,2,3,5,7,0,0,3.334679141051595,1.0,1,3,712,0,0
15,2,3,5,9,0,0,3.373557262275185,1.0,1,1,7,9131,1
12,2,3,3,8,0,0,3.2516291673878226,1.0,1,1,1517,0,0
20,0,4,7,12,0,0,3.684183719779189,0.0,0,0,0,0,1
8,4,1,1,6,0,0,2.75,0.6744260944463168,1,1,0,0,0
15,0,3,6,8,0,0,3.323231428797621,0.0,0,0,0,0,1
14,0,3,3,9,0,1,3.664497779200461,0.0,0,0,0,0,1
9,0,2,2,5,0,0,2.947702779,0.0,1,0,0,3652,1
12,0,1,2,8,0,1,3.251629167387823,0.0,0,0,27,0,1
10,8,3,4,5,0,0,2.7219280948873625,0.6073535829287726,1,1,2956,13878,0
17,2,3,6,10,0,0,3.690116517593665,1.0,1,1,2163,1096,0
8,2,2,3,4,0,0,2.75,1.0,1,1,424,0,1
14,0,2,2,9,1,1,3.378783493486176,0.0,0,0,0,0,1
21,2,2,7,12,0,0,3.177566232096525,1.0,1,1,1033,1825,0
13,0,2,4,8,0,0,3.3927474104487847,0.0,0,0,0,0,1
20,2,4,8,11,0,0,3.784183719779189,1.0,1,0,3,2557,1
11,0,1,2,5,2,0,2.913977073182752,0.0,0,0,142,365,1
13,2,3,4,8,0,0,3.39274741,1.0,1,1,263,6209,0
14,2,4,6,7,0,0,3.378783493486176,1.0,1,5,492,4748,0
31,0,5,7,16,6,0,4.309035020064295,0.0,0,0,0,3652,1
15,2,4,6,8,0,0,3.506890595608519,1.0,1,1,739,8766,0
13,2,3,3,8,0,0,3.0850551027564768,1.0,1,1,3,731,1
15,0,4,5,8,0,1,3.506890595608519,0.0,0,0,0,0,1
12,3,3,4,6,0,0,3.2516291673878226,0.784313725490196,1,1,0,0,0
19,2,4,7,11,0,0,3.576617645,1.0,1,8,309,9131,0
12,3,2,4,7,0,0,3.0220552088742005,0.9473684210526316,1,2,540,7670,0
11,6,2,3,7,0,0,2.6635327548042547,0.8640412186379928,1,0,0,10226,0
11,2,1,1,8,1,0,3.027169118440619,0.0,0,0,0,2922,0
16,2,3,5,9,0,1,3.577819531114783,1.0,1,2,0,6574,1
11,2,3,4,6,0,0,3.095795255000934,1.0,1,1,480,1096,0
21,0,3,4,13,2,0,3.4992275417233567,0.0,1,0,10,365,1
10,2,2,2,7,0,0,3.321928094887362,1.0,1,2,68,7305,1
10,2,2,2,7,0,0,2.921928094887362,1.0,1,2,0,10226,0
14,4,4,5,8,0,0,3.521640636,0.674822762,0,5,0,5479,0
9,6,2,3,5,0,0,2.725480557,0.834480287,1,1,0,10227,0
10,2,3,4,5,0,0,3.1219280948873624,1.0,1,3,0,1095,0
11,0,3,4,6,0,0,2.913977073182752,0.0,0,0,0,0,1
14,8,4,4,9,0,0,3.664497779,0.652667383,1,1,148,9495,0
24,0,5,9,14,0,0,3.970175521464345,0.0,0,0,0,0,1
9,2,1,3,5,0,0,2.641604168,1.0,1,1,622,1826,0
13,2,3,4,6,2,0,3.546593564294939,1.0,1,0,0,365,0
25,3,4,11,13,0,0,3.3492750707107133,0.8716397849462366,1,1,1445,0,0
11,2,3,3,6,1,0,3.277613436819116,1.0,1,0,22,1096,0
